device_age_days,utility_sms_count,battery_deaths_weekly,saved_contacts_ratio,financial_apps_count,average_monthly_balance,lifetime_emi_bounces,loan_default_status
885,23,1,0.2632,3,139.09,1,0
130,0,2,0.2747,5,4097.87,0,0
414,33,1,0.2647,4,2453.16,0,0
422,31,4,0.2734,5,15702.3,0,0
474,15,1,0.0657,2,6138.46,2,0
344,30,1,0.4084,2,1089.31,2,1
397,21,0,0.4604,4,15968.12,2,0
127,28,2,0.1641,3,6641.16,1,0
745,26,2,0.3133,1,7546.71,1,0
585,27,4,0.1412,1,14075.98,1,0
386,30,2,0.2459,2,10975.01,0,0
595,0,1,0.3525,3,90755.92,0,0
761,0,2,0.4046,3,24170.76,0,0
469,0,1,0.5942,1,8815.44,1,0
1133,21,1,0.3018,3,12040.33,1,0
498,0,2,0.1915,4,6251.25,1,0
146,29,1,0.2563,4,4521.72,0,0
371,26,0,0.2831,4,23373.31,1,0
611,21,0,0.2162,5,56301.42,1,0
761,0,2,0.2605,4,6645.0,1,0
350,27,1,0.0589,7,15591.44,0,0
136,28,1,0.0941,4,2726.29,2,1
256,25,3,0.2302,2,17626.99,0,0
84,0,0,0.1543,5,2668.55,2,0
535,22,0,0.503,2,10367.12,0,1
217,0,2,0.2958,5,13835.03,1,0
168,0,0,0.3761,3,39544.25,0,0
572,13,0,0.2043,1,686.99,1,0
873,0,2,0.2886,3,55675.05,2,0
167,0,2,0.4074,1,34862.1,0,0
351,16,0,0.3554,5,15337.6,1,1
265,22,0,0.0067,2,5613.52,1,0
785,0,0,0.0985,6,29260.33,0,0
290,0,2,0.4465,1,78300.31,0,0
124,0,1,0.5012,0,5901.46,1,0
301,35,1,0.1805,3,46678.57,0,0
677,0,1,0.4644,1,26670.62,2,0
252,32,2,0.1724,3,36492.65,1,0
183,22,1,0.1763,1,20870.04,1,0
280,0,0,0.0344,4,8353.23,0,0
128,30,1,0.5935,0,1979.33,0,0
265,0,1,0.1604,3,4577.51,0,0
195,0,0,0.1019,3,18602.47,1,0
1270,0,2,0.1342,4,6446.52,1,0
39,20,1,0.1108,7,829.96,0,0
145,30,0,0.1611,2,4018.15,1,0
183,29,1,0.4578,9,2157.39,2,0
128,30,2,0.2646,1,11127.84,0,1
417,16,1,0.1855,1,23033.94,5,0
164,22,1,0.3833,3,10644.76,1,0
75,0,1,0.3139,5,1378.88,1,0
328,32,0,0.4036,2,5176.75,1,0
241,20,0,0.5739,3,2337.95,1,0
171,29,1,0.1049,4,6941.69,2,0
772,21,1,0.0808,2,20530.42,0,0
427,27,1,0.1552,4,9263.92,2,0
393,0,0,0.1607,5,8580.34,2,0
434,0,1,0.3965,1,54889.72,1,0
418,17,0,0.3136,4,2826.64,3,0
251,27,1,0.3101,4,31690.12,2,0
166,25,3,0.0835,4,5790.58,0,1
334,32,1,0.0636,3,168027.57,0,0
247,27,1,0.337,3,11579.68,1,1
39,19,0,0.2635,1,952.73,0,1
118,28,0,0.1276,3,5254.37,0,1
222,0,1,0.2492,5,1795.47,1,0
580,21,1,0.1282,3,106741.07,0,0
335,28,1,0.0456,2,3502.51,1,0
140,13,0,0.1457,2,36912.59,0,0
108,0,1,0.2319,2,25796.99,0,0
668,25,2,0.2522,1,2030.13,1,0
260,30,0,0.3414,4,1321.66,0,0
5,28,0,0.1352,4,26823.07,2,0
274,24,1,0.3277,2,5434.42,0,0
495,21,1,0.264,4,8293.73,1,0
105,24,1,0.4005,2,9935.79,0,0
315,21,2,0.4496,5,244.78,2,0
339,30,0,0.0634,1,7455.43,1,0
111,0,1,0.3382,5,32138.16,1,0
710,25,2,0.3827,2,982.53,0,0
343,32,0,0.2502,5,21614.42,5,1
221,19,4,0.3569,4,6246.0,0,0
262,0,1,0.5185,3,2070.31,0,0
91,28,0,0.2634,1,12280.12,1,0
87,21,3,0.2018,6,7937.35,1,0
204,27,3,0.258,5,41588.26,0,1
215,18,1,0.3536,2,4146.52,0,1
248,28,4,0.2718,4,38072.21,0,0
753,36,2,0.2548,5,7751.89,0,0
477,33,3,0.1695,4,13618.28,0,0
47,23,1,0.2418,4,5312.2,0,0
658,23,5,0.0743,2,2557.5,1,1
203,27,1,0.2262,3,25165.44,0,0
510,22,1,0.2848,5,7666.92,0,0
217,21,2,0.37,5,5457.64,2,1
327,22,3,0.3927,0,26745.9,0,0
98,25,1,0.2546,3,48909.91,2,0
383,32,3,0.0155,4,4282.31,1,0
551,0,1,0.1639,1,58164.77,2,0
59,0,1,0.4728,6,3171.28,0,0
557,0,0,0.0955,3,10453.93,1,0
165,24,0,0.3737,3,22787.73,0,1
919,21,3,0.3092,2,130.37,2,1
516,22,2,0.0469,2,2508.74,0,0
454,37,2,0.0329,7,4839.56,1,1
263,14,1,0.5133,3,11153.67,0,0
1423,19,0,0.1328,1,8102.08,0,0
204,31,1,0.1434,2,417.62,1,1
121,34,1,0.1603,6,5045.34,0,1
171,23,0,0.2705,2,1231.09,1,0
622,0,1,0.2344,1,3833.57,2,0
322,0,0,0.2715,2,5307.01,1,0
287,23,1,0.2735,1,10357.53,2,0
207,26,1,0.5999,2,4670.89,1,0
275,0,1,0.188,2,8306.12,0,0
195,17,2,0.2428,4,4171.28,0,1
485,0,1,0.4895,6,11908.7,0,0
244,0,2,0.3777,0,1668.81,0,1
173,30,0,0.2512,2,7355.76,1,0
586,27,3,0.167,6,2024.39,0,0
124,25,3,0.3797,4,4925.26,2,1
325,26,1,0.468,8,10225.98,1,0
38,23,1,0.5878,6,2710.76,0,1
80,24,0,0.086,6,6820.04,3,0
223,25,0,0.0841,2,5189.11,3,1
192,28,1,0.2787,4,93612.87,0,0
192,0,2,0.3494,6,12105.96,1,0
520,25,2,0.6375,8,14435.57,1,0
541,0,0,0.529,1,2770.34,1,0
374,18,0,0.2842,3,390.19,3,0
118,24,1,0.2489,5,3807.04,2,0
273,0,1,0.1598,3,1121.36,1,0
1006,24,1,0.5506,2,10258.07,1,0
1332,28,2,0.2929,1,10916.36,0,0
590,25,3,0.2001,4,10056.14,0,0
123,0,0,0.2654,4,7176.57,0,0
275,0,3,0.1642,0,2699.43,1,1
356,19,2,0.1443,1,3257.99,0,0
317,31,1,0.3617,2,12866.04,1,0
633,18,1,0.3494,5,85351.72,0,0
504,28,3,0.2147,1,10495.54,0,0
116,18,0,0.3686,6,12163.88,0,0
177,26,1,0.1094,4,76718.9,0,0
588,26,1,0.2182,1,7689.78,2,1
770,0,1,0.22,4,2545.73,4,0
360,25,1,0.1735,4,12354.66,1,0
835,27,1,0.1383,4,57394.76,1,1
330,26,4,0.2806,1,23169.21,0,0
137,0,1,0.3156,4,10237.52,0,0
472,0,1,0.3195,1,800.27,0,0
1720,30,2,0.4443,4,1263.44,2,0
92,27,0,0.131,8,12075.64,0,0
814,24,0,0.4454,3,5304.52,1,0
453,0,3,0.3502,2,7218.23,0,0
168,21,0,0.1211,2,26068.72,0,1
39,31,0,0.4194,1,1790.63,0,0
22,30,1,0.5053,2,3826.54,0,1
191,0,3,0.1856,2,34217.93,0,1
401,25,0,0.3956,3,1800.82,1,0
559,18,1,0.4249,1,32644.74,2,0
650,28,0,0.4231,6,12372.94,0,0
376,24,1,0.5111,3,6965.44,1,1
334,20,0,0.4619,5,9662.81,0,0
229,26,2,0.3451,2,12611.96,0,0
409,23,1,0.6287,4,17824.19,1,0
170,26,2,0.5973,3,703.26,1,0
97,29,1,0.5319,3,37043.27,1,1
318,0,0,0.3388,2,10872.66,1,1
529,31,1,0.6091,3,32275.24,1,0
77,18,0,0.0853,0,13859.86,0,0
191,0,1,0.1366,2,111298.88,1,0
309,0,1,0.2041,3,3443.71,0,0
304,20,4,0.0957,2,56404.87,2,0
444,23,5,0.2017,5,2880.34,0,1
987,29,2,0.3554,2,15585.54,1,0
22,0,0,0.0156,2,28975.87,0,0
1016,19,1,0.2358,1,8284.92,0,1
958,20,0,0.6917,4,782.28,1,0
565,26,1,0.2209,1,9516.2,0,0
355,19,0,0.3161,2,4604.29,2,0
173,19,2,0.641,3,23937.63,0,1
560,18,1,0.3063,3,2788.24,0,0
369,0,3,0.1161,2,4211.31,2,1
233,31,5,0.5935,7,3612.48,1,0
550,28,0,0.3119,1,5569.52,3,0
618,26,0,0.0946,2,8975.86,0,0
766,0,0,0.2742,4,16091.52,1,0
157,0,0,0.0745,2,14651.39,0,0
700,18,0,0.0446,4,1747.1,1,0
236,0,2,0.3263,8,2866.58,4,0
355,30,2,0.1366,4,4008.27,1,0
409,32,0,0.5693,5,5324.82,1,0
662,0,3,0.293,5,2865.65,1,0
511,0,2,0.1924,7,3294.89,2,0
230,22,2,0.4986,3,38427.72,3,1
27,26,1,0.1086,4,11729.0,2,0
441,28,2,0.222,4,2150.77,1,1
344,28,1,0.4029,2,13092.25,3,0
91,0,0,0.3882,2,4942.46,1,0
376,0,0,0.5565,3,74357.49,1,0
306,0,2,0.5147,1,3802.15,2,1
761,24,3,0.1179,6,4476.79,0,0
1062,25,1,0.17,0,5679.14,4,0
607,25,1,0.2035,2,2152.07,1,0
292,0,2,0.895,2,14128.71,0,0
328,31,3,0.1703,3,8568.05,0,0
152,29,1,0.0773,6,12181.94,2,0
179,27,1,0.504,4,8383.58,1,0
279,17,1,0.3921,5,10105.26,0,0
256,0,2,0.13,3,56765.26,0,0
85,22,3,0.0538,4,15672.55,1,0
766,24,1,0.2116,4,939.58,1,0
840,31,2,0.2781,6,11785.98,0,0
750,0,0,0.7613,2,32847.96,1,0
859,26,0,0.2281,4,502.59,0,0
1268,19,3,0.1424,5,2006.71,1,0
154,28,0,0.2611,4,16666.03,0,0
1233,0,0,0.2338,2,25980.24,1,0
228,22,1,0.4339,1,9970.7,1,1
489,22,3,0.3635,5,13690.75,1,0
64,30,1,0.2349,2,41955.03,0,0
204,28,1,0.1654,7,4373.3,2,0
620,0,0,0.4004,1,2616.73,1,0
506,0,1,0.1144,6,5989.58,2,0
225,23,0,0.1084,3,9997.79,1,0
328,20,2,0.0515,3,11822.01,2,0
186,21,1,0.3899,4,20469.47,0,1
618,23,1,0.4023,4,59793.86,0,0
801,26,0,0.3153,4,10114.08,0,0
155,24,2,0.3399,6,1803.42,0,0
303,26,0,0.1743,3,3210.11,0,1
82,28,0,0.2355,4,9557.24,0,0
368,0,1,0.0709,2,46387.76,0,0
453,25,1,0.6261,4,17765.49,0,1
390,21,0,0.2366,3,2785.36,1,0
427,24,0,0.7841,2,3710.49,0,1
278,27,0,0.29,5,5702.87,2,1
283,18,1,0.2304,3,8857.12,1,0
273,25,1,0.1888,3,5844.49,0,0
199,20,1,0.0616,4,2837.65,0,1
221,23,0,0.0204,1,3285.1,0,0
438,0,0,0.2607,4,7415.32,1,0
767,0,0,0.3131,6,10419.69,1,0
131,22,0,0.3647,5,2523.0,0,0
282,22,1,0.318,3,11916.05,0,0
105,31,1,0.5493,5,71561.93,0,0
202,22,1,0.2408,3,10384.5,0,1
232,28,1,0.2499,4,11244.51,1,1
348,25,1,0.2953,5,1562.79,0,0
341,0,0,0.4171,1,19620.55,0,0
300,28,1,0.5925,2,4043.47,2,1
412,0,0,0.0785,2,29282.29,1,0
143,0,2,0.0946,5,70395.19,0,0
350,0,0,0.0717,4,3595.82,0,0
517,0,0,0.3799,1,3730.52,1,0
141,0,0,0.1546,3,15362.28,1,0
51,30,1,0.3176,3,1764.48,0,0
615,32,3,0.1352,3,9127.7,1,1
109,0,3,0.5305,2,5726.78,1,1
194,25,2,0.4259,4,7358.7,0,0
506,29,2,0.3246,6,717.45,0,0
134,18,1,0.3909,1,14884.34,0,1
586,25,2,0.199,4,154695.78,1,0
170,0,2,0.5004,2,4928.48,0,0
152,25,1,0.3653,5,1440.49,0,1
106,28,1,0.5373,2,21155.29,1,0
171,22,2,0.0817,4,2857.72,1,0
459,21,0,0.2007,2,8405.01,0,0
194,19,0,0.1602,2,3457.99,3,1
617,20,0,0.1602,1,1458.45,2,0
310,26,0,0.0396,3,11764.36,1,1
331,25,0,0.4368,5,3541.62,0,0
147,0,3,0.1061,5,1189.59,1,0
680,0,2,0.2188,7,11507.57,0,0
520,0,3,0.3922,3,254414.94,0,0
509,0,2,0.3375,2,27464.86,1,0
265,23,0,0.2843,1,7736.12,0,1
93,25,1,0.1429,2,308580.62,2,0
345,0,0,0.2168,2,982.93,0,0
445,30,0,0.5286,8,16160.75,1,0
448,0,5,0.1853,2,73047.05,0,0
406,25,1,0.2021,6,2387.54,0,0
394,22,0,0.3537,1,11636.09,0,0
169,26,1,0.1952,3,3803.24,2,0
177,26,1,0.1737,7,5391.91,0,0
107,23,0,0.1487,4,13256.93,2,0
622,17,1,0.1532,4,974.94,0,0
1031,29,2,0.3287,3,2422.16,2,0
1699,21,1,0.493,3,8482.61,1,0
363,27,0,0.2767,5,986.61,0,0
395,31,1,0.2967,1,5208.98,0,0
274,29,2,0.2117,2,1305.27,1,0
359,0,2,0.3686,3,1398.26,1,0
134,0,1,0.464,0,24483.71,1,1
269,0,1,0.2897,1,9127.53,0,0
153,21,0,0.1706,4,6237.24,1,0
242,23,2,0.3573,2,4775.67,0,0
165,0,1,0.1674,5,11816.59,1,0
445,21,1,0.2152,7,4565.7,0,0
486,26,2,0.0767,3,3280.1,0,0
386,22,1,0.0668,4,28438.47,1,1
177,0,3,0.2602,5,3869.37,1,0
99,0,3,0.1269,1,40506.85,0,0
490,16,2,0.0905,5,4164.32,1,0
309,21,1,0.3236,4,19940.19,2,0
48,24,3,0.1375,3,11024.19,2,0
343,26,1,0.2186,5,15901.7,0,1
397,24,0,0.1195,7,11473.65,0,0
69,22,0,0.3191,6,19078.86,1,1
451,31,1,0.337,1,46430.27,0,0
81,25,0,0.4016,1,2816.62,0,1
161,0,0,0.0761,1,48367.06,2,0
81,31,0,0.2492,2,5668.56,1,0
146,0,0,0.5406,1,921.55,0,0
100,21,2,0.2105,4,18410.27,0,0
619,0,1,0.3405,2,21924.34,1,0
254,32,0,0.1694,3,14808.85,0,0
212,22,3,0.2623,5,5393.71,1,0
659,0,1,0.0803,4,2626.66,2,0
636,0,0,0.3361,4,4293.37,1,0
227,30,1,0.1039,5,9890.52,0,0
380,0,1,0.651,4,5825.74,0,0
189,19,2,0.0753,3,2314.2,0,0
285,19,1,0.3335,7,5934.69,0,0
119,0,4,0.3741,3,2987.13,1,0
421,24,2,0.0022,1,3618.59,2,0
677,23,2,0.584,6,19410.17,0,0
598,0,0,0.3134,4,1946.4,0,0
320,0,0,0.3559,6,12023.74,2,0
43,19,2,0.2435,2,4233.6,1,0
182,29,1,0.4023,6,11205.64,3,1
285,25,0,0.263,2,2667.65,0,0
88,31,0,0.1466,3,6212.99,2,1
73,24,0,0.3065,4,2883.94,0,0
805,30,3,0.2327,5,11475.96,0,0
550,26,2,0.0993,3,902.42,1,0
445,21,2,0.0766,3,7200.45,0,0
507,0,1,0.1496,4,1651.34,1,0
104,32,0,0.1253,3,3665.8,1,0
142,27,0,0.0983,4,5361.31,0,0
364,36,0,0.2535,2,18899.47,2,0
385,28,1,0.299,5,1054.71,0,0
82,25,3,0.4189,3,845.46,0,0
345,36,0,0.4154,2,30679.09,1,0
289,29,1,0.2408,2,5275.82,1,1
585,31,1,0.6563,3,985.35,1,0
386,29,1,0.1413,2,4815.08,1,0
867,32,0,0.324,3,4495.45,2,0
228,0,3,0.14,0,3983.26,0,0
111,22,1,0.2113,4,10449.31,0,0
852,18,1,0.3778,5,1038.08,0,0
401,24,1,0.4426,5,8344.08,0,1
291,28,3,0.3639,4,4512.41,2,0
147,17,2,0.2021,3,7318.03,1,1
230,24,1,0.1587,5,22972.1,0,0
220,34,1,0.2997,6,26382.04,0,0
106,0,1,0.3927,3,52692.73,1,0
28,20,1,0.2114,5,794.64,0,1
216,31,1,0.321,1,12048.12,3,0
516,18,1,0.1433,2,19782.46,0,0
716,25,1,0.4385,1,3864.94,0,0
600,28,1,0.2022,1,7548.63,4,0
624,22,1,0.3348,4,38465.44,0,0
118,36,1,0.4659,4,6076.37,3,1
369,27,1,0.312,3,36911.47,1,0
448,33,1,0.3698,5,7297.76,1,1
468,0,2,0.404,2,13441.94,0,0
286,0,0,0.4438,2,23578.25,1,0
336,0,0,0.3876,6,2096.52,2,0
588,19,4,0.2485,5,12993.0,0,0
436,0,3,0.4681,3,4362.81,0,0
495,26,0,0.2859,5,33455.66,0,0
208,20,2,0.214,4,5398.81,1,1
477,32,1,0.2762,1,5313.41,0,0
333,34,1,0.4861,4,2874.9,0,0
548,22,4,0.4005,2,7454.98,3,0
169,0,0,0.4301,3,15322.61,1,0
518,16,0,0.3684,3,8685.08,5,0
232,39,1,0.3931,1,113991.66,1,0
519,22,0,0.3069,0,4698.31,0,0
370,29,2,0.3187,1,2833.34,1,0
315,0,3,0.1923,2,6909.35,0,0
243,31,3,0.6134,1,12197.56,0,0
292,0,1,0.1632,4,1752.13,0,0
216,25,0,0.21,3,38997.31,1,0
239,0,1,0.4383,2,5955.36,2,0
428,32,2,0.3585,2,62019.45,0,0
58,0,3,0.199,1,40161.19,3,1
514,0,1,0.2627,3,17911.93,2,0
520,0,1,0.354,4,7894.29,2,0
249,25,0,0.5314,3,2406.65,1,0
343,0,1,0.3766,2,3800.58,2,0
133,16,3,0.4924,2,2227.7,0,0
408,25,3,0.296,2,2116.21,0,1
149,26,1,0.1297,6,11438.19,1,0
8,0,5,0.1841,3,11981.68,3,0
698,22,2,0.1948,5,1251.95,1,1
119,31,1,0.2609,5,4510.78,2,0
287,0,3,0.1685,1,3065.57,2,1
352,0,1,0.1154,6,46560.84,0,0
427,0,2,0.2491,2,654.76,0,1
307,25,2,0.4191,1,80980.67,3,0
376,0,0,0.017,6,16259.97,1,0
244,28,1,0.7666,3,375.03,0,0
71,28,1,0.2591,3,3753.94,0,0
298,0,1,0.1742,3,13845.16,0,0
470,31,2,0.2387,4,3579.38,1,0
126,0,2,0.2407,4,5838.53,2,0
355,0,2,0.3231,2,124331.44,0,0
982,28,1,0.4187,5,4878.26,0,0
283,0,2,0.3678,3,2212.29,1,0
294,0,1,0.167,2,24321.08,0,0
64,25,0,0.5581,1,1505.56,1,0
113,15,0,0.2111,2,18827.67,0,0
150,19,2,0.0395,1,16333.88,1,0
457,0,0,0.6491,0,72493.47,1,0
135,32,2,0.1555,5,13327.3,1,0
402,10,1,0.3002,2,6119.13,1,0
162,0,0,0.6217,2,7824.04,0,0
67,24,0,0.1594,3,105429.2,0,0
496,0,1,0.5028,3,8738.16,1,0
222,18,2,0.3115,2,6269.78,2,0
429,27,4,0.2797,4,7493.02,0,0
65,22,1,0.1485,2,14340.82,0,0
24,24,0,0.2672,5,5157.14,0,0
331,21,2,0.2123,4,2344.55,0,0
109,0,1,0.2423,5,3620.5,0,0
327,21,1,0.2322,5,2801.77,2,1
332,0,1,0.2993,3,6740.05,0,0
301,0,2,0.166,3,3879.67,0,0
621,0,2,0.1926,2,6533.78,0,1
397,21,2,0.3497,2,6756.06,0,0
981,25,1,0.3418,2,11114.58,0,0
227,26,0,0.5237,2,2551.07,1,0
90,34,1,0.0432,4,62533.27,1,0
172,0,1,0.3717,0,36115.18,1,1
238,30,0,0.3152,1,15481.84,0,0
1036,0,2,0.3376,0,19602.22,0,0
315,24,0,0.046,1,2074.05,1,0
637,0,1,0.5598,7,4021.42,0,0
212,28,0,0.2507,3,4593.22,0,0
191,17,1,0.3029,1,1472.63,0,0
62,35,3,0.0868,5,5147.98,2,0
1014,0,1,0.168,6,123802.26,1,0
784,0,0,0.1605,4,9210.23,3,0
358,30,1,0.4333,7,50884.9,1,0
250,31,1,0.4864,2,46933.0,0,0
324,0,0,0.1997,0,2611.76,2,0
86,24,0,0.2196,4,8463.64,3,0
429,19,1,0.2514,1,5033.13,0,1
741,22,2,0.2506,4,24790.57,2,0
766,22,1,0.1443,1,14247.63,0,0
65,33,1,0.0974,1,59809.26,0,0
633,28,1,0.4706,4,10378.83,0,0
87,0,1,0.1842,4,21844.52,0,0
26,18,0,0.4377,2,3743.58,1,1
649,32,0,0.108,3,1395.82,2,0
198,0,2,0.1757,2,18129.38,1,0
588,22,2,0.3246,3,9682.23,0,0
552,22,2,0.2427,3,15746.52,1,0
504,13,0,0.186,5,44292.09,0,0
321,22,1,0.4818,0,12134.92,1,0
97,20,1,0.1089,1,21926.26,0,0
239,19,3,0.2442,2,27612.7,2,0
774,0,2,0.3138,3,6788.92,1,0
598,22,1,0.3389,1,3945.31,0,0
249,32,2,0.4356,3,87040.58,1,1
246,0,1,0.2006,4,12877.05,3,0
473,0,2,0.2446,2,11436.68,0,0
339,24,1,0.2284,4,2490.3,0,0
259,24,0,0.4498,1,10901.11,0,0
445,34,1,0.1576,5,11929.99,1,0
435,25,0,0.4303,2,2634.32,0,0
176,22,0,0.1179,1,19663.05,0,0
390,27,1,0.1113,3,5963.21,1,0
416,0,1,0.1495,5,571.27,2,0
302,0,1,0.3651,1,4321.91,0,0
160,27,4,0.1934,2,25903.18,1,0
233,30,0,0.1196,2,2758.8,2,0
132,31,1,0.1702,4,147570.81,0,0
398,21,1,0.1889,3,14375.76,1,1
65,21,1,0.3129,2,118618.36,0,1
828,22,2,0.2854,3,2158.84,2,1
717,30,0,0.4053,4,1896.8,2,0
423,0,0,0.3851,1,6080.99,2,1
574,26,1,0.188,3,1768.76,1,0
548,22,4,0.0206,3,4686.62,1,0
343,29,2,0.2165,0,54477.0,2,1
265,20,2,0.3481,4,5599.98,1,0
242,37,1,0.2359,2,1200.06,1,0
849,0,0,0.1522,0,11635.39,0,0
155,37,0,0.2719,3,39626.36,1,0
158,0,1,0.3912,5,858.44,1,0
610,30,0,0.4014,3,1602.42,0,0
571,20,1,0.4042,6,8664.97,0,0
253,0,1,0.2712,5,1925.99,1,0
456,23,0,0.1879,2,6627.93,0,1
499,0,0,0.3768,3,45648.02,2,0
92,29,0,0.2858,2,5151.09,2,1
749,33,2,0.4923,1,14034.94,0,0
499,27,0,0.4771,3,15293.75,0,0
429,21,0,0.2304,3,3127.71,2,0
502,0,1,0.3852,1,2284.52,1,0
392,26,2,0.0792,2,26738.41,1,0
289,31,2,0.1228,1,8594.42,2,0
345,32,1,0.393,1,10412.34,0,0
84,22,0,0.4471,1,7764.86,0,0
1075,16,1,0.1235,2,6948.97,0,1
285,27,0,0.1254,4,10224.78,1,0
1063,19,2,0.0561,4,2120.11,1,0
349,22,1,0.6099,5,12930.99,0,0
189,0,1,0.347,5,2435.54,0,0
734,0,2,0.1246,5,132077.94,0,0
416,23,0,0.3354,5,16898.36,2,0
1332,33,1,0.1614,1,11369.2,1,0
185,0,3,0.0686,4,2256.26,0,0
755,0,2,0.2194,3,30483.92,1,0
782,20,1,0.7874,2,4587.47,1,0
529,21,0,0.3833,4,16745.72,1,0
786,26,1,0.3608,2,3633.43,0,0
291,28,1,0.1166,8,814.27,1,0
154,0,1,0.2001,6,51516.3,1,0
204,28,2,0.5417,6,16236.01,1,1
331,25,1,0.3152,4,5063.66,1,1
548,0,3,0.131,1,85775.82,2,1
164,20,1,0.514,1,7924.6,1,1
242,23,0,0.3857,5,34588.36,1,0
176,35,0,0.0919,5,1141.21,3,1
616,19,2,0.1497,3,5465.73,1,0
1057,30,1,0.4936,5,5708.7,1,0
132,20,5,0.2295,2,2479.24,3,1
471,0,2,0.5017,1,2802.89,0,1
670,35,1,0.5576,7,9684.05,0,0
271,0,1,0.2763,1,6572.95,0,0
88,25,1,0.2464,4,6403.65,1,0
730,22,0,0.0444,1,4390.31,1,0
83,25,1,0.1944,2,27570.7,1,0
876,0,1,0.121,2,1819.07,0,0
173,27,0,0.2223,1,8643.63,1,1
71,28,2,0.368,3,4716.96,1,0
217,31,2,0.1722,3,4286.86,0,1
312,31,1,0.1001,3,593.31,0,1
363,0,4,0.2889,4,7719.66,0,0
500,21,4,0.2532,6,3878.89,0,0
388,25,0,0.2172,1,11295.62,0,0
1001,25,0,0.4929,3,323761.61,1,0
301,0,2,0.1652,3,9966.95,0,0
403,26,0,0.3423,4,14159.65,2,0
379,21,1,0.2873,4,3164.78,0,0
62,27,1,0.3271,2,9983.96,2,0
110,0,0,0.5868,3,7079.44,0,0
332,22,0,0.3602,2,3005.91,0,0
439,0,4,0.2114,3,2717.29,0,0
37,17,2,0.2397,2,14315.85,1,1
1031,27,1,0.2599,5,3613.29,0,0
465,0,1,0.1333,1,2614.41,1,1
318,25,1,0.3986,0,39423.24,0,1
450,31,2,0.3584,2,50773.16,0,0
207,25,0,0.2125,0,2656.57,0,0
366,22,2,0.1678,2,28816.54,1,0
410,20,1,0.2851,2,1132.93,2,1
735,22,0,0.1767,4,2585.1,2,0
280,24,2,0.3488,3,1885.06,0,0
85,30,0,0.1212,4,4437.87,2,0
151,30,0,0.3977,3,8085.41,2,1
263,34,1,0.1804,6,1792.43,1,0
95,35,1,0.5128,1,4794.27,1,1
136,0,1,0.1985,4,2597.51,0,0
152,27,1,0.2829,4,10704.56,0,0
249,0,0,0.1016,0,9315.96,1,0
461,25,0,0.2164,0,42815.76,1,1
239,18,2,0.2788,2,991.33,1,0
483,0,1,0.3286,2,31453.42,1,0
319,28,0,0.511,5,31619.54,3,0
141,0,0,0.0758,7,4231.31,0,0
415,27,0,0.4793,2,5185.05,1,0
370,15,0,0.3189,3,11974.43,1,0
492,26,4,0.0798,3,27023.55,1,0
565,36,2,0.544,4,687.15,2,0
751,0,2,0.306,2,4636.33,0,0
472,31,3,0.2314,2,13611.54,1,0
361,37,1,0.5113,4,8768.34,1,1
494,0,1,0.0451,0,8320.97,2,1
221,29,0,0.4231,4,1142.91,0,0
207,0,1,0.0805,9,4440.49,0,0
821,22,2,0.2763,1,5055.31,0,0
202,0,2,0.3059,4,2776.79,0,0
156,25,1,0.1919,5,30620.33,1,0
472,0,0,0.1054,2,5162.95,0,0
222,0,1,0.1775,0,2894.1,0,1
561,27,1,0.3352,3,84989.29,0,0
714,24,2,0.4345,6,13850.04,1,0
175,0,1,0.1145,5,9815.25,0,0
512,31,2,0.1159,3,6914.2,0,1
198,19,2,0.2611,1,3605.33,0,0
267,21,2,0.1306,2,2959.81,1,1
402,0,0,0.1194,4,1981.65,0,0
208,26,2,0.0685,7,5418.4,0,1
376,16,1,0.3928,5,1313.93,3,0
285,31,1,0.505,5,23860.37,2,0
570,25,2,0.2075,7,3608.99,1,0
571,20,4,0.468,5,22643.67,3,0
209,23,1,0.1726,2,2971.94,0,1
408,27,0,0.3853,3,12878.91,1,0
631,31,1,0.2884,1,1500.04,1,0
134,22,1,0.2097,1,3761.51,1,0
283,19,2,0.1329,3,4331.93,1,0
395,22,1,0.2243,3,10929.41,2,1
129,25,0,0.0973,8,1791.17,1,0
229,21,1,0.0737,2,46159.25,1,0
933,0,0,0.2187,2,7872.52,1,0
202,0,1,0.3545,0,7485.02,0,0
221,0,3,0.2954,6,1413.06,2,0
468,0,2,0.2051,2,11671.64,0,1
115,27,3,0.3571,5,30134.86,3,1
288,0,3,0.5011,1,2642.17,1,1
157,0,0,0.2901,3,3918.22,0,0
375,27,3,0.1965,1,5902.82,0,0
10,0,0,0.3449,4,5497.62,2,1
338,0,2,0.1296,3,2571.5,0,0
403,0,1,0.5222,4,13027.65,1,0
234,0,0,0.1181,8,33035.27,0,0
246,22,0,0.1009,3,7418.09,3,0
211,27,0,0.2561,1,2734.81,0,0
285,27,1,0.2547,3,2114.22,1,1
828,19,1,0.256,2,147951.09,3,0
582,22,2,0.2936,5,4768.95,0,0
285,29,3,0.3568,3,14788.49,0,1
229,22,1,0.1751,5,1097.26,1,0
545,23,1,0.1945,2,3265.0,0,1
358,34,2,0.1378,0,29477.69,0,0
126,26,2,0.1323,3,2809.37,0,1
260,28,2,0.3076,2,3000.84,0,0
770,0,0,0.4754,3,12436.42,0,0
455,24,0,0.5279,3,3665.03,1,0
231,0,0,0.4962,1,15529.09,1,0
